GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 years,Margin of Error; Male: - 20 years,Estimate; Male: - 21 years,Margin of Error; Male: - 21 years,Estimate; Male: - 22 to 24 years,Margin of Error; Male: - 22 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 39 years,Margin of Error; Male: - 35 to 39 years,Estimate; Male: - 40 to 44 years,Margin of Error; Male: - 40 to 44 years,Estimate; Male: - 45 to 49 years,Margin of Error; Male: - 45 to 49 years,Estimate; Male: - 50 to 54 years,Margin of Error; Male: - 50 to 54 years,Estimate; Male: - 55 to 59 years,Margin of Error; Male: - 55 to 59 years,Estimate; Male: - 60 and 61 years,Margin of Error; Male: - 60 and 61 years,Estimate; Male: - 62 to 64 years,Margin of Error; Male: - 62 to 64 years,Estimate; Male: - 65 and 66 years,Margin of Error; Male: - 65 and 66 years,Estimate; Male: - 67 to 69 years,Margin of Error; Male: - 67 to 69 years,Estimate; Male: - 70 to 74 years,Margin of Error; Male: - 70 to 74 years,Estimate; Male: - 75 to 79 years,Margin of Error; Male: - 75 to 79 years,Estimate; Male: - 80 to 84 years,Margin of Error; Male: - 80 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 years,Margin of Error; Female: - 20 years,Estimate; Female: - 21 years,Margin of Error; Female: - 21 years,Estimate; Female: - 22 to 24 years,Margin of Error; Female: - 22 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 39 years,Margin of Error; Female: - 35 to 39 years,Estimate; Female: - 40 to 44 years,Margin of Error; Female: - 40 to 44 years,Estimate; Female: - 45 to 49 years,Margin of Error; Female: - 45 to 49 years,Estimate; Female: - 50 to 54 years,Margin of Error; Female: - 50 to 54 years,Estimate; Female: - 55 to 59 years,Margin of Error; Female: - 55 to 59 years,Estimate; Female: - 60 and 61 years,Margin of Error; Female: - 60 and 61 years,Estimate; Female: - 62 to 64 years,Margin of Error; Female: - 62 to 64 years,Estimate; Female: - 65 and 66 years,Margin of Error; Female: - 65 and 66 years,Estimate; Female: - 67 to 69 years,Margin of Error; Female: - 67 to 69 years,Estimate; Female: - 70 to 74 years,Margin of Error; Female: - 70 to 74 years,Estimate; Female: - 75 to 79 years,Margin of Error; Female: - 75 to 79 years,Estimate; Female: - 80 to 84 years,Margin of Error; Female: - 80 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US34001,34001,"Atlantic County, New Jersey",265429,*****,129633,1151,7360,328,7768,1610,9585,1454,4970,437,3600,771,1500,742,2351,1192,5049,1354,7991,817,7196,650,7651,1186,7060,1303,8353,700,8834,587,11227,1272,3270,1073,4705,1237,2410,598,3942,820,6475,731,4546,712,2208,658,1582,459,135796,1151,6990,329,8360,1094,6330,1205,5059,437,3081,767,2087,762,1433,647,6952,1094,6356,976,7458,271,8510,1149,6973,1123,9178,59,9901,4,10673,1129,4171,954,5889,1134,3231,634,3433,769,7865,745,5259,738,3121,625,3486,643
0500000US34003,34003,"Bergen County, New Jersey",936692,*****,454629,184,25185,3,28793,2482,28513,2481,18690,32,10793,451,4548,1052,6091,1400,17190,1750,26595,48,27921,76,30105,2489,30513,2481,32485,69,33425,117,35905,2142,12219,1503,16010,1742,11184,1296,12314,1499,16980,1599,12128,1460,7985,1200,9057,1261,482063,184,24565,153,25572,2055,29336,2058,17679,2,10331,401,4808,1202,3970,975,18493,1156,25585,2,28268,2,31007,2364,32097,2360,34121,2,35988,4,36280,1926,13560,1706,19052,1483,10021,1321,13072,1504,23921,1485,14963,1670,12375,1501,16999,1611
0500000US34005,34005,"Burlington County, New Jersey",445384,*****,218445,554,11362,367,13571,1205,13467,1192,8195,337,5620,520,1922,641,3060,759,9911,1065,14945,303,13648,2,13145,1452,15337,1351,14311,584,15716,275,17080,1314,6110,1055,8392,1280,5009,765,6332,888,8320,913,5047,908,4865,898,3080,595,226939,554,11387,361,12249,1368,13668,1383,8903,354,3975,591,1777,698,2497,786,8754,971,13404,493,13413,4,14407,1575,13379,1593,15463,212,17275,141,17079,1251,6821,991,9866,1245,5423,909,6865,902,10985,1144,7772,1147,4927,883,6650,977
0500000US34007,34007,"Camden County, New Jersey",507078,*****,243014,1207,14223,1043,15362,1764,17614,1763,10017,4,5724,678,3543,919,2092,780,9747,1101,17892,3,17172,4,16344,1729,14720,1728,15826,2,16392,234,17955,1236,6210,1008,8556,1020,4374,793,6795,1045,9505,1169,6516,997,3480,720,2955,710,264064,1207,16603,1043,14267,1710,17171,1710,9501,4,5602,298,3384,792,2860,820,8694,1088,18086,221,17394,2,18086,1549,15433,1709,17267,4,18074,246,17726,1376,8271,1345,10030,1191,5546,946,9161,1194,10757,1322,8024,1153,5946,1106,6181,1011
0500000US34009,34009,"Cape May County, New Jersey",92560,*****,45935,1109,2157,566,1830,531,2227,661,1604,380,794,76,724,548,904,763,1620,412,3123,587,2399,748,2517,875,1915,600,2450,452,3375,745,3499,601,1707,429,2159,474,1245,335,2136,350,2995,462,2431,404,1256,434,868,305,46625,1109,1914,374,1581,594,2119,484,1307,233,458,317,224,175,528,352,1483,433,2655,551,2415,575,2281,480,1763,541,2644,498,3505,535,4272,588,1792,522,2547,608,1376,424,2393,536,3440,578,2535,464,1626,429,1767,487
0500000US34011,34011,"Cumberland County, New Jersey",150972,*****,77267,891,4484,655,4443,932,5806,948,2912,329,2093,639,656,493,752,521,2570,733,6498,510,6197,154,5771,1004,6353,1078,4666,862,4812,564,4913,749,1916,623,2094,595,1578,541,2165,634,2563,634,1820,540,1346,405,859,381,73705,891,4768,655,4750,869,5329,866,2812,328,1875,648,1240,786,495,298,3084,892,4177,366,4229,2,4777,909,4288,870,4389,771,5190,637,4681,864,2062,642,2668,726,1990,542,2285,654,3100,691,2283,576,1775,464,1458,367
0500000US34013,34013,"Essex County, New Jersey",799767,*****,384965,*****,26877,*****,27941,2317,25947,2317,15618,*****,9970,268,5531,1246,4844,988,15089,1433,27849,*****,26506,*****,25818,2204,28089,2204,27478,*****,26775,*****,23703,1886,7281,1288,15293,1876,6476,1004,8328,1360,12531,1384,7772,928,4485,925,4764,855,414802,*****,25677,*****,25654,1763,25989,1763,15275,*****,9577,312,5343,1182,5636,1329,14483,1683,28291,*****,27609,*****,28759,2221,29244,2221,29048,*****,28281,*****,26801,1919,9828,1473,15131,1845,8748,1422,10705,1395,15154,1437,10971,1285,7720,1250,10878,1361
0500000US34015,34015,"Gloucester County, New Jersey",291408,*****,140687,1035,6942,705,8913,1083,9948,957,5648,506,3816,526,1839,661,2925,1060,4994,953,9165,766,8512,645,7895,1223,9900,1465,9450,668,10536,686,10471,1455,4764,1151,4798,826,3061,629,3843,691,5721,903,3093,604,2439,622,2014,525,150721,1035,7854,803,8442,1240,9606,1221,6124,555,4453,871,2414,990,912,321,5107,1577,8616,692,9582,945,8898,1506,9269,1431,11725,636,10115,476,10302,1102,5725,944,5169,899,4314,791,4241,732,6443,810,4388,781,2977,699,4045,873
0500000US34017,34017,"Hudson County, New Jersey",676061,*****,336097,329,24051,*****,17725,1624,18639,1624,9392,328,7293,1157,3904,1078,2496,728,14505,1696,36069,*****,37525,*****,31094,2017,24632,2017,21010,*****,19886,*****,16078,1570,8375,1412,10062,1448,5876,1039,6051,1179,8373,1197,6317,961,3442,909,3302,766,339964,329,22874,*****,17877,1765,17495,1766,10168,328,5847,284,3203,1129,2811,1003,13744,1435,34538,*****,34708,*****,28664,1948,22519,1948,20952,*****,20502,*****,19299,1699,6631,1377,11575,1776,4854,987,9108,1198,11345,1293,8047,1214,5780,1027,7423,1029
