GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 5 years,Margin of Error; Male: - Under 5 years,Estimate; Male: - 5 to 9 years,Margin of Error; Male: - 5 to 9 years,Estimate; Male: - 10 to 14 years,Margin of Error; Male: - 10 to 14 years,Estimate; Male: - 15 to 17 years,Margin of Error; Male: - 15 to 17 years,Estimate; Male: - 18 and 19 years,Margin of Error; Male: - 18 and 19 years,Estimate; Male: - 20 years,Margin of Error; Male: - 20 years,Estimate; Male: - 21 years,Margin of Error; Male: - 21 years,Estimate; Male: - 22 to 24 years,Margin of Error; Male: - 22 to 24 years,Estimate; Male: - 25 to 29 years,Margin of Error; Male: - 25 to 29 years,Estimate; Male: - 30 to 34 years,Margin of Error; Male: - 30 to 34 years,Estimate; Male: - 35 to 39 years,Margin of Error; Male: - 35 to 39 years,Estimate; Male: - 40 to 44 years,Margin of Error; Male: - 40 to 44 years,Estimate; Male: - 45 to 49 years,Margin of Error; Male: - 45 to 49 years,Estimate; Male: - 50 to 54 years,Margin of Error; Male: - 50 to 54 years,Estimate; Male: - 55 to 59 years,Margin of Error; Male: - 55 to 59 years,Estimate; Male: - 60 and 61 years,Margin of Error; Male: - 60 and 61 years,Estimate; Male: - 62 to 64 years,Margin of Error; Male: - 62 to 64 years,Estimate; Male: - 65 and 66 years,Margin of Error; Male: - 65 and 66 years,Estimate; Male: - 67 to 69 years,Margin of Error; Male: - 67 to 69 years,Estimate; Male: - 70 to 74 years,Margin of Error; Male: - 70 to 74 years,Estimate; Male: - 75 to 79 years,Margin of Error; Male: - 75 to 79 years,Estimate; Male: - 80 to 84 years,Margin of Error; Male: - 80 to 84 years,Estimate; Male: - 85 years and over,Margin of Error; Male: - 85 years and over,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 5 years,Margin of Error; Female: - Under 5 years,Estimate; Female: - 5 to 9 years,Margin of Error; Female: - 5 to 9 years,Estimate; Female: - 10 to 14 years,Margin of Error; Female: - 10 to 14 years,Estimate; Female: - 15 to 17 years,Margin of Error; Female: - 15 to 17 years,Estimate; Female: - 18 and 19 years,Margin of Error; Female: - 18 and 19 years,Estimate; Female: - 20 years,Margin of Error; Female: - 20 years,Estimate; Female: - 21 years,Margin of Error; Female: - 21 years,Estimate; Female: - 22 to 24 years,Margin of Error; Female: - 22 to 24 years,Estimate; Female: - 25 to 29 years,Margin of Error; Female: - 25 to 29 years,Estimate; Female: - 30 to 34 years,Margin of Error; Female: - 30 to 34 years,Estimate; Female: - 35 to 39 years,Margin of Error; Female: - 35 to 39 years,Estimate; Female: - 40 to 44 years,Margin of Error; Female: - 40 to 44 years,Estimate; Female: - 45 to 49 years,Margin of Error; Female: - 45 to 49 years,Estimate; Female: - 50 to 54 years,Margin of Error; Female: - 50 to 54 years,Estimate; Female: - 55 to 59 years,Margin of Error; Female: - 55 to 59 years,Estimate; Female: - 60 and 61 years,Margin of Error; Female: - 60 and 61 years,Estimate; Female: - 62 to 64 years,Margin of Error; Female: - 62 to 64 years,Estimate; Female: - 65 and 66 years,Margin of Error; Female: - 65 and 66 years,Estimate; Female: - 67 to 69 years,Margin of Error; Female: - 67 to 69 years,Estimate; Female: - 70 to 74 years,Margin of Error; Female: - 70 to 74 years,Estimate; Female: - 75 to 79 years,Margin of Error; Female: - 75 to 79 years,Estimate; Female: - 80 to 84 years,Margin of Error; Female: - 80 to 84 years,Estimate; Female: - 85 years and over,Margin of Error; Female: - 85 years and over
0500000US34001,34001,"Atlantic County, New Jersey",270644,*****,131427,770,9091,296,8196,1081,10015,1081,5899,704,3297,722,2576,973,1639,894,4696,781,7898,667,8389,731,9643,1324,10675,1422,11379,226,9205,226,7454,831,3465,797,2554,659,2386,622,2683,557,3692,717,3316,907,1994,732,1285,589,139217,770,8541,296,8819,1283,8886,1319,5600,603,2733,395,2199,1131,3175,1018,3680,1070,8044,426,8512,819,10825,1140,10503,1124,11680,448,9478,448,8737,857,2965,752,2785,646,3029,774,3514,747,4047,731,4095,935,3329,720,4041,1185
0500000US34003,34003,"Bergen County, New Jersey",895744,*****,435175,205,24895,2,28223,1882,29083,1882,18721,86,11303,392,5255,1042,6252,1201,14476,1385,22352,4,25895,183,36330,2157,33183,2144,37869,115,33942,88,28208,1786,10352,1606,13975,1722,7076,1271,9478,1276,13567,1483,10859,1123,7703,1170,6178,989,460569,205,24088,179,27490,1985,27241,1985,17757,237,10286,441,3433,865,4694,1092,16399,1279,20628,4,26194,2,31750,2165,39865,2170,39666,116,35611,4,30065,2178,13942,1736,14058,1569,8014,1255,12723,1407,15341,1400,15722,1497,11523,1324,14079,1427
0500000US34005,34005,"Burlington County, New Jersey",446817,*****,221301,411,13680,182,14850,1134,14431,1133,9931,272,6479,471,3539,755,2780,737,8493,986,14385,384,14763,4,17372,1366,17777,1352,18751,373,15922,373,13167,1136,4910,970,6108,890,3553,660,3810,766,6279,758,5751,621,2537,513,2033,550,225516,411,12989,4,14728,1324,13517,1324,9531,305,5158,363,3027,743,2246,676,6651,774,13152,277,13623,4,15953,1362,19554,1355,19316,273,16208,185,14729,1086,4187,779,6820,984,4287,749,4619,757,7676,877,7728,842,5433,796,4384,741
0500000US34007,34007,"Camden County, New Jersey",513769,*****,249507,307,17663,2,17338,1606,18506,1584,12465,164,6962,99,3003,804,4049,1003,10454,1086,16559,281,15377,2,18415,1361,18681,1361,20088,165,18072,118,14040,1142,5617,914,6591,1045,3307,730,4788,856,5918,737,5170,821,3877,803,2567,906,264262,307,16983,125,18125,1338,16108,1317,11361,163,6282,186,3873,960,2651,765,9858,1182,17140,2,15447,132,18445,1603,20786,1597,21125,77,19171,2,16759,1093,5602,904,7246,1001,4431,743,6065,828,6931,826,7194,995,7245,1220,5434,1116
0500000US34009,34009,"Cape May County, New Jersey",96422,*****,46466,698,2225,220,2550,661,3094,593,2088,350,1262,177,283,319,151,243,2027,422,3086,604,2451,618,3190,887,3159,850,3400,187,3536,245,2389,502,1242,356,1987,438,664,258,1279,330,2333,411,1824,371,1498,400,748,288,49956,698,2370,245,2489,391,2858,429,1755,127,22,148,359,454,305,495,2512,629,3165,541,2470,374,2882,723,3161,680,3801,271,3365,277,3595,573,1323,368,2128,455,864,253,2054,391,2126,408,2851,409,2037,379,1464,355
0500000US34011,34011,"Cumberland County, New Jersey",155544,*****,81166,525,5813,127,5576,770,4468,758,4566,512,1997,637,1363,597,1348,598,2804,727,7428,617,6969,218,6641,849,6219,857,5889,362,4800,364,4104,537,1141,358,2244,482,1152,364,1542,455,1699,455,2039,407,904,338,460,257,74378,525,5719,228,4345,1037,5145,1053,2347,497,1808,4,836,461,1034,413,2389,620,5398,208,4931,29,5027,895,5261,890,5313,147,4913,148,4194,684,2291,536,1771,510,1341,451,2042,508,2601,625,2124,622,1676,559,1872,465
0500000US34013,34013,"Essex County, New Jersey",776087,*****,372787,383,29219,2,26393,2062,28578,2064,17147,308,11004,257,4719,1163,6838,1682,14517,1539,25653,4,24953,132,28058,1890,28983,1888,28886,67,24953,79,21519,1359,7579,1184,8075,1218,4729,939,7322,1138,8153,1183,6255,803,5759,1159,3495,778,403300,383,27874,148,25084,1898,27334,1916,16838,355,10213,191,5131,1220,5104,1154,15662,1563,24643,368,26459,5,28509,2290,32388,2260,31189,125,28103,364,22645,1399,8898,1570,12584,1412,6140,1167,7824,1152,12646,1183,11165,1361,8359,1242,8508,1143
0500000US34015,34015,"Gloucester County, New Jersey",285753,*****,139600,462,8552,187,10508,1204,8966,1171,6757,394,4440,456,2560,723,2395,778,5562,897,9303,741,8430,422,8875,1329,12521,1136,12195,429,9890,482,8594,1033,2993,752,3745,786,2343,576,1971,434,3241,585,2572,528,2217,411,970,364,146153,462,8308,188,8192,1191,9939,1189,5917,456,4422,564,2109,643,2417,800,6351,1004,9169,416,8229,552,11244,1363,11475,1328,12633,497,10602,168,8593,991,3172,746,3903,909,1972,539,2763,611,4800,645,3740,682,3754,727,2449,543
0500000US34017,34017,"Hudson County, New Jersey",598160,*****,297014,474,20416,3,16295,1358,19171,1361,11260,2,7249,459,4740,1069,4595,1355,11954,1370,23752,4,28945,2,32920,2088,23407,2090,22353,282,18190,4,14006,1391,6013,1122,6002,1202,2777,783,4884,905,7659,853,5128,610,2875,730,2423,569,301146,474,19435,4,14783,1553,18644,1553,10860,221,6941,187,3008,685,3577,982,13007,1081,20955,3,27119,159,27651,2348,24271,2348,21785,146,19287,181,17068,1364,7402,1229,6146,1270,3833,877,6241,1001,9108,1242,7894,1176,5794,1008,6337,956
